Id,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Cars,Garage Area,totalsqft
1252,5,1957,1982,0.0,1764,1764,1.0,301.0,1764.0
2156,8,1995,1996,1220.0,1220,2090,2.0,556.0,2440.0
499,8,1998,1999,1225.0,1276,2612,3.0,676.0,2501.0
1374,5,1948,1950,720.0,720,1271,1.0,312.0,1440.0
2898,7,1990,1991,1216.0,1298,2514,2.0,693.0,2514.0
401,4,1971,1971,864.0,864,864,2.0,576.0,1728.0
2721,5,1957,2000,1134.0,1803,1803,2.0,484.0,2937.0
2078,6,1954,1994,1288.0,2422,2422,2.0,527.0,3710.0
2589,5,1955,1955,1056.0,1056,1056,1.0,300.0,2112.0
1946,5,1935,2007,666.0,1308,3086,3.0,1200.0,1974.0
1334,6,1900,2000,554.0,736,1290,1.0,200.0,1290.0
2781,7,2001,2002,1541.0,1541,1541,3.0,843.0,3082.0
431,10,2009,2009,2006.0,2020,2020,3.0,900.0,4026.0
576,8,1981,1981,1226.0,1226,1226,2.0,484.0,2452.0
1474,7,2003,2003,856.0,856,1710,2.0,548.0,1712.0
2254,7,1975,1975,852.0,918,918,1.0,360.0,1770.0
2155,9,2002,2002,1626.0,1668,1668,3.0,702.0,3294.0
885,4,1949,2003,0.0,1126,1126,2.0,520.0,1126.0
643,6,1954,1954,1062.0,1062,1062,1.0,297.0,2124.0
1944,5,1949,2003,845.0,893,893,2.0,576.0,1738.0
480,7,2004,2004,846.0,846,1594,2.0,434.0,1692.0
2845,4,1910,1993,616.0,1055,1273,1.0,275.0,1671.0
2387,8,2005,2006,1158.0,1158,2376,3.0,853.0,2316.0
2407,7,2005,2006,1368.0,1368,1368,2.0,474.0,2736.0
2527,6,1968,1968,708.0,708,1416,2.0,776.0,1416.0
2514,7,2003,2003,530.0,530,1080,2.0,496.0,1060.0
629,6,1968,1968,1392.0,1392,1392,2.0,576.0,2784.0
80,7,1993,2003,996.0,1014,1744,2.0,457.0,2010.0
1876,5,1967,1967,1214.0,1214,1214,1.0,318.0,2428.0
1546,6,1940,2006,720.0,760,1090,1.0,240.0,1480.0
2518,6,1977,1977,1208.0,1208,1208,2.0,546.0,2416.0
2347,6,1980,1980,988.0,1102,1102,2.0,582.0,2090.0
783,5,1968,2003,1437.0,1473,1473,1.0,452.0,2910.0
1322,2,1920,1950,723.0,723,1086,2.0,400.0,1446.0
194,4,1925,1950,765.0,765,765,1.0,200.0,1530.0
1770,7,1996,1997,1379.0,1383,2398,3.0,834.0,2762.0
2143,5,1972,2000,864.0,864,864,2.0,576.0,1728.0
1229,7,1965,1988,864.0,902,1820,2.0,492.0,1766.0
511,8,2007,2007,1702.0,1702,1702,3.0,844.0,3404.0
46,7,2009,2010,1358.0,1358,1358,2.0,484.0,2716.0
1348,7,1931,1950,952.0,1022,1774,2.0,468.0,1974.0
2465,7,2005,2006,756.0,756,1553,2.0,615.0,1512.0
387,8,2002,2002,972.0,972,1811,2.0,565.0,1944.0
873,7,1997,1998,1417.0,1417,1417,2.0,511.0,2834.0
1918,5,1956,1956,1008.0,1008,1008,1.0,308.0,2016.0
2764,8,1992,1992,908.0,927,1915,2.0,506.0,1835.0
2184,5,1959,2000,960.0,960,960,1.0,392.0,1920.0
934,6,1980,1992,561.0,561,1229,2.0,462.0,1122.0
1920,5,1958,1992,1056.0,1056,1056,1.0,308.0,2112.0
2631,6,1966,1966,660.0,660,1348,2.0,453.0,1320.0
1768,10,1994,1995,2444.0,2444,4316,3.0,832.0,4888.0
2040,4,1916,1990,1196.0,1196,1196,2.0,440.0,2392.0
1749,7,2004,2005,847.0,847,1959,2.0,434.0,1694.0
834,7,1992,1993,1449.0,944,1759,2.0,525.0,2393.0
1457,7,2001,2001,1257.0,1290,2161,2.0,570.0,2547.0
79,6,1984,1984,744.0,752,752,1.0,264.0,1496.0
2302,5,1982,1982,816.0,816,816,1.0,264.0,1632.0
1817,5,1983,1983,840.0,884,884,2.0,504.0,1724.0
2755,7,2005,2006,1614.0,1614,1614,3.0,865.0,3228.0
359,6,1994,1995,707.0,707,1516,2.0,409.0,1414.0
2059,5,1968,1968,876.0,897,897,1.0,264.0,1773.0
2092,7,1990,1991,700.0,1122,2243,3.0,746.0,1822.0
2516,8,2001,2002,1568.0,1568,1568,2.0,564.0,3136.0
150,5,1952,1952,864.0,1064,1064,1.0,318.0,1928.0
1656,5,1969,1969,780.0,780,1620,2.0,462.0,1560.0
83,5,1920,1950,816.0,1012,1012,1.0,429.0,1828.0
2411,6,2005,2006,1316.0,1316,1316,2.0,397.0,2632.0
795,4,1957,1957,0.0,845,845,1.0,290.0,845.0
2312,7,1997,1997,964.0,993,2236,2.0,642.0,1957.0
2917,5,1970,1970,630.0,630,630,0.0,0.0,1260.0
1624,7,1996,1996,691.0,691,1553,2.0,420.0,1382.0
2215,8,1934,1998,965.0,1940,3194,2.0,380.0,2905.0
1211,6,1965,1965,1136.0,1136,1136,1.0,384.0,2272.0
1485,6,2004,2004,848.0,848,848,2.0,420.0,1696.0
1024,6,1976,1976,1211.0,1211,1211,2.0,461.0,2422.0
570,6,2008,2008,1145.0,1256,1256,2.0,641.0,2401.0
2874,6,1926,1950,861.0,861,1285,2.0,506.0,1722.0
700,5,1892,1965,994.0,1378,2372,1.0,432.0,2372.0
2756,7,2006,2006,1498.0,1498,1498,2.0,675.0,2996.0
2022,6,1918,1995,1100.0,1100,2264,1.0,408.0,2200.0
583,7,1973,1973,1107.0,1107,2090,2.0,484.0,2214.0
2392,9,2005,2006,1175.0,1182,2324,3.0,736.0,2357.0
2424,7,2004,2004,1375.0,1414,1414,2.0,398.0,2789.0
212,5,1915,1950,1212.0,1212,1392,0.0,0.0,2424.0
736,5,1925,1997,884.0,884,1348,1.0,216.0,1768.0
1610,5,1969,1969,784.0,1168,1968,2.0,530.0,1952.0
890,4,1960,1971,1014.0,1149,1149,1.0,544.0,2163.0
467,6,2005,2005,742.0,742,1484,2.0,390.0,1484.0
578,8,1976,1976,392.0,1487,2499,2.0,527.0,1879.0
1747,7,2004,2005,835.0,1119,1119,2.0,437.0,1954.0
1149,6,1993,1993,1199.0,1199,1199,2.0,530.0,2398.0
2758,6,2006,2006,1836.0,1846,1846,2.0,495.0,3682.0
857,5,1978,2005,864.0,864,864,1.0,336.0,1728.0
2219,8,1932,1994,853.0,1549,2727,2.0,440.0,2402.0
733,6,1916,1950,952.0,952,952,1.0,192.0,1904.0
2909,5,1977,1977,264.0,616,1304,1.0,336.0,880.0
1798,8,2006,2006,1088.0,1088,1959,3.0,1025.0,2176.0
235,3,1938,1990,972.0,1052,1610,1.0,480.0,2024.0
2366,5,1973,1973,765.0,765,1365,2.0,440.0,1530.0
1027,5,1969,1969,720.0,720,1308,2.0,484.0,1440.0
1195,5,1965,2005,912.0,925,925,2.0,576.0,1837.0
1303,2,1946,1950,407.0,407,407,1.0,297.0,814.0
148,6,1959,1959,1244.0,1580,1580,2.0,440.0,2824.0
608,5,1964,1964,1292.0,1292,1292,2.0,520.0,2584.0
2515,7,1997,1998,569.0,854,1694,1.0,434.0,1423.0
821,8,2008,2008,1622.0,1630,1630,3.0,860.0,3252.0
2500,8,1991,1992,1288.0,1301,2417,2.0,462.0,2589.0
745,5,1925,1999,960.0,995,995,1.0,264.0,1955.0
741,5,1936,1950,927.0,1067,1539,2.0,576.0,1994.0
1611,5,1900,1950,686.0,1150,1836,1.0,288.0,1836.0
2532,5,1967,1967,980.0,980,980,1.0,384.0,1960.0
1081,7,2003,2003,1415.0,1455,1455,3.0,644.0,2870.0
1692,9,2007,2007,1934.0,1943,2656,3.0,1040.0,3877.0
2520,8,1980,1980,1036.0,1036,1036,2.0,484.0,2072.0
276,5,1965,1965,0.0,1664,1664,0.0,0.0,1664.0
1992,5,1925,1994,702.0,842,1472,1.0,250.0,1544.0
663,2,1940,1950,416.0,599,599,0.0,0.0,1015.0
418,7,1976,1976,836.0,836,836,1.0,345.0,1672.0
1733,6,2006,2007,698.0,698,1746,3.0,350.0,1396.0
2359,6,1974,1974,1103.0,1103,1103,2.0,462.0,2206.0
253,7,2010,2010,1222.0,1222,1222,2.0,615.0,2444.0
1518,5,1939,1997,720.0,1052,2192,1.0,240.0,1772.0
2035,6,1937,1950,780.0,780,1375,1.0,544.0,1560.0
2919,4,1970,1970,546.0,546,1092,0.0,0.0,1092.0
1540,7,1950,2000,832.0,1218,2161,2.0,506.0,2050.0
2120,5,1994,1994,1022.0,1022,1022,2.0,747.0,2044.0
1674,6,2001,2001,1337.0,1337,1337,2.0,511.0,2674.0
256,6,1971,1971,1010.0,1052,1052,2.0,440.0,2062.0
2361,4,1970,1970,864.0,864,864,1.0,280.0,1728.0
978,4,1970,1970,630.0,630,630,1.0,286.0,1260.0
2280,6,1996,1997,920.0,936,936,2.0,460.0,1856.0
2095,7,1989,1989,807.0,1175,1982,2.0,575.0,1982.0
1709,8,2004,2004,1136.0,1136,2468,3.0,872.0,2272.0
2801,7,1998,1998,1108.0,1108,2097,2.0,583.0,2216.0
1246,5,1952,1952,720.0,882,882,1.0,240.0,1602.0
2373,6,1972,1972,483.0,483,987,1.0,288.0,966.0
1055,8,2007,2007,1582.0,1582,1582,3.0,905.0,3164.0
2017,5,1926,1950,756.0,903,1281,2.0,379.0,1659.0
1099,8,1997,1997,1173.0,1182,2199,2.0,516.0,2355.0
1344,5,1945,1995,0.0,808,808,1.0,164.0,808.0
835,5,1967,1967,1013.0,1160,2126,2.0,538.0,2173.0
1117,7,2008,2008,1417.0,1428,1428,2.0,554.0,2845.0
2043,5,1930,1950,672.0,840,840,0.0,0.0,1512.0
2085,5,1984,1984,1038.0,1038,1038,1.0,264.0,2076.0
410,6,1976,1976,804.0,804,1548,2.0,440.0,1608.0
2650,6,1920,1950,648.0,734,1118,2.0,440.0,1382.0
2867,6,1930,1959,697.0,1104,1801,2.0,365.0,1801.0
1668,5,1971,1971,950.0,950,950,1.0,280.0,1900.0
1161,7,2006,2007,625.0,625,1250,2.0,625.0,1250.0
2122,6,1995,1995,1200.0,1200,1200,2.0,521.0,2400.0
2539,5,1967,1967,1141.0,1141,1141,1.0,568.0,2282.0
1047,6,1977,1977,1069.0,1069,1069,2.0,440.0,2138.0
1445,5,1975,1980,938.0,938,938,1.0,308.0,1876.0
541,5,2004,2004,1114.0,1114,1114,0.0,0.0,2228.0
569,6,2008,2008,1726.0,1726,1726,2.0,561.0,3452.0
1276,6,1954,1954,832.0,832,832,2.0,528.0,1664.0
918,7,1918,1990,600.0,628,1228,1.0,215.0,1228.0
326,5,1999,1999,1344.0,1344,1344,2.0,686.0,2688.0
1936,5,1956,2003,925.0,925,925,1.0,252.0,1850.0
895,4,1959,1959,876.0,876,876,1.0,320.0,1752.0
257,5,1996,1996,870.0,965,965,2.0,580.0,1835.0
1241,6,1958,1958,1395.0,1570,1570,2.0,441.0,2965.0
1545,6,1926,1998,894.0,919,919,1.0,195.0,1813.0
1189,6,1971,2004,1258.0,1258,1258,2.0,528.0,2516.0
270,6,2004,2004,848.0,848,848,2.0,420.0,1696.0
2066,5,1920,1996,671.0,1567,2654,2.0,638.0,2238.0
693,5,1910,1981,440.0,682,1230,2.0,440.0,1122.0
1259,5,1922,1950,892.0,1254,1436,4.0,1488.0,2146.0
2916,5,1969,1979,1104.0,1360,1360,1.0,336.0,2464.0
2321,7,2005,2006,1700.0,1700,2212,3.0,773.0,3400.0
1977,5,1922,1950,1022.0,1022,1022,1.0,184.0,2044.0
1895,6,1964,1964,1130.0,1374,1374,1.0,286.0,2504.0
1240,6,1958,1958,1261.0,1261,1261,2.0,433.0,2522.0
85,5,1961,1995,1109.0,1155,1155,2.0,576.0,2264.0
1823,4,1961,1961,1040.0,1120,1120,2.0,544.0,2160.0
825,8,2007,2008,1838.0,1838,1838,2.0,524.0,3676.0
110,7,2002,2002,1492.0,1492,1492,2.0,596.0,2984.0
697,5,1910,2003,240.0,810,1306,2.0,472.0,1050.0
2297,5,1971,1971,796.0,796,796,0.0,0.0,1592.0
1231,5,1961,1961,1144.0,1144,1144,2.0,456.0,2288.0
1355,5,1940,1982,883.0,988,1505,1.0,240.0,1871.0
968,9,2006,2006,1838.0,1838,1838,3.0,765.0,3676.0
584,7,1974,1974,752.0,1285,2067,2.0,784.0,2037.0
1315,5,1905,2005,572.0,884,1540,0.0,0.0,1456.0
1606,5,1982,2003,816.0,816,816,2.0,816.0,1632.0
206,5,1963,1963,816.0,816,816,2.0,516.0,1632.0
1685,9,2006,2007,1790.0,1816,1816,3.0,730.0,3606.0
2016,5,1930,1992,966.0,1014,1426,1.0,230.0,1980.0
869,7,2001,2001,944.0,944,1870,2.0,608.0,1888.0
2135,5,1974,1974,864.0,894,894,2.0,440.0,1758.0
2346,6,1976,1976,796.0,790,1574,2.0,566.0,1586.0
2430,7,2006,2006,1356.0,1500,1500,3.0,648.0,2856.0
2198,5,1926,1950,768.0,789,789,1.0,200.0,1557.0
2652,5,1955,1955,960.0,960,960,2.0,576.0,1920.0
27,4,1970,1970,882.0,882,882,2.0,525.0,1764.0
241,6,2009,2009,1212.0,1212,1212,2.0,460.0,2424.0
906,5,1938,1950,832.0,832,1268,1.0,250.0,1664.0
1506,5,1938,2007,585.0,585,1053,0.0,0.0,1170.0
2098,8,2006,2007,1466.0,1466,2828,3.0,1052.0,2932.0
1435,7,1997,1998,1418.0,1418,1418,2.0,558.0,2836.0
2213,5,1951,1951,0.0,1226,1226,2.0,400.0,1226.0
1274,6,1948,1950,768.0,819,1320,2.0,576.0,1587.0
743,2,1936,1950,264.0,800,800,0.0,0.0,1064.0
1737,7,2007,2007,1340.0,1340,1340,2.0,396.0,2680.0
2797,8,1999,1999,1090.0,1090,2214,3.0,646.0,2180.0
2185,4,1955,1955,0.0,1152,1152,0.0,0.0,1152.0
58,7,2000,2000,384.0,774,1430,2.0,400.0,1158.0
830,7,2007,2007,1232.0,1232,1232,2.0,632.0,2464.0
808,5,1979,1979,0.0,1535,1535,2.0,410.0,1535.0
680,5,1950,1982,1208.0,1136,1904,1.0,240.0,2344.0
1153,5,1968,1968,890.0,890,890,1.0,308.0,1780.0
1291,6,1915,2005,728.0,728,1456,1.0,308.0,1456.0
1818,5,1977,1977,0.0,2020,2020,2.0,630.0,2020.0
2161,7,2007,2007,738.0,738,1476,2.0,552.0,1476.0
1883,5,1960,1960,1065.0,1065,1065,2.0,461.0,2130.0
350,8,2004,2005,2208.0,2522,2522,2.0,564.0,4730.0
2473,6,2005,2006,1131.0,1131,1131,0.0,0.0,2262.0
295,5,1950,1991,1032.0,1102,2177,2.0,484.0,2134.0
293,6,1919,1990,804.0,1699,2447,1.0,336.0,2503.0
859,5,1972,1972,864.0,864,864,1.0,338.0,1728.0
288,3,1914,1950,864.0,864,864,1.0,200.0,1728.0
1578,5,2006,2007,384.0,754,1394,2.0,400.0,1138.0
102,6,2000,2000,756.0,756,1512,2.0,440.0,1512.0
2831,6,2004,2006,970.0,970,1709,2.0,380.0,1940.0
1030,6,1976,1976,1444.0,1444,1444,2.0,473.0,2888.0
2551,5,1960,1960,1248.0,1248,1248,1.0,286.0,2496.0
1286,5,1904,2002,650.0,958,1539,2.0,686.0,1608.0
958,9,2007,2008,1620.0,1620,1620,3.0,912.0,3240.0
776,5,1982,1982,840.0,860,860,2.0,528.0,1700.0
72,6,2005,2005,1468.0,1468,1468,2.0,528.0,2936.0
2263,8,2007,2007,1571.0,1571,1571,3.0,722.0,3142.0
1866,6,1969,1969,973.0,1082,1082,2.0,480.0,2055.0
2876,4,1925,1950,641.0,641,641,1.0,272.0,1282.0
2146,8,2002,2002,1284.0,1284,2169,2.0,647.0,2568.0
103,7,1999,1999,696.0,696,1416,2.0,484.0,1392.0
1500,6,2005,2005,547.0,1072,1072,2.0,525.0,1619.0
492,6,1999,1999,841.0,892,1675,2.0,502.0,1733.0
167,5,1960,1960,1175.0,1175,1175,2.0,484.0,2350.0
2597,5,1954,2000,833.0,833,833,1.0,326.0,1666.0
2685,5,1922,1950,993.0,1048,1048,1.0,280.0,2041.0
1035,6,1969,1969,1054.0,1054,1054,2.0,460.0,2108.0
1220,3,1949,1950,0.0,720,720,1.0,287.0,720.0
2602,6,1915,1950,663.0,774,1595,2.0,528.0,1437.0
2159,7,2003,2004,847.0,847,1928,2.0,434.0,1694.0
695,6,1910,1950,972.0,972,1944,2.0,324.0,1944.0
1109,7,1994,1994,1223.0,1223,2127,2.0,525.0,2446.0
640,6,1962,1962,1362.0,1382,1382,2.0,884.0,2744.0
1652,6,1978,1978,1032.0,1032,1032,2.0,564.0,2064.0
2090,6,1984,1984,1105.0,1105,1822,2.0,515.0,2210.0
1188,6,1968,1968,1740.0,1740,1740,2.0,512.0,3480.0
2345,7,1977,1994,795.0,1468,2263,2.0,539.0,2263.0
1059,9,2006,2006,1850.0,1850,2748,3.0,850.0,3700.0
2751,7,2005,2006,1308.0,1308,1876,3.0,848.0,2616.0
128,5,1952,2002,1140.0,1929,2461,2.0,400.0,3069.0
1523,6,1930,1950,960.0,960,1920,2.0,480.0,1920.0
2925,5,1960,1996,1224.0,1224,1224,2.0,576.0,2448.0
2145,8,2004,2005,2000.0,2000,2000,3.0,888.0,4000.0
1121,8,2007,2008,1363.0,1372,1372,2.0,588.0,2735.0
566,7,2004,2005,1376.0,1376,3005,3.0,704.0,2752.0
565,7,1991,2008,975.0,975,1755,2.0,524.0,1950.0
1331,5,1935,1950,1024.0,1144,1738,1.0,240.0,2168.0
2928,5,1992,1992,912.0,970,970,0.0,0.0,1882.0
156,5,1954,2003,1086.0,1086,1086,2.0,490.0,2172.0
797,5,1949,2008,768.0,1148,1716,1.0,281.0,1916.0
327,4,1973,1973,546.0,546,1092,1.0,286.0,1092.0
2859,6,1920,1950,817.0,940,1550,1.0,318.0,1757.0
1453,5,1972,1972,780.0,780,780,1.0,352.0,1560.0
1762,8,1997,1998,1779.0,1779,2551,3.0,925.0,3558.0
1868,7,1972,1987,1124.0,1610,1610,2.0,515.0,2734.0
1760,6,1999,2000,941.0,961,1644,2.0,460.0,1902.0
1113,8,2006,2006,1574.0,1574,1574,3.0,824.0,3148.0
1812,6,1993,1997,864.0,920,1820,2.0,492.0,1784.0
117,6,1971,1971,715.0,930,1645,2.0,441.0,1645.0
1142,6,1994,1998,1408.0,1679,1679,2.0,575.0,3087.0
2342,9,2005,2005,1910.0,2000,2000,3.0,722.0,3910.0
927,5,1954,1954,1112.0,1112,1112,1.0,390.0,2224.0
2478,6,1997,1998,941.0,941,1837,2.0,688.0,1882.0
655,3,1958,1958,792.0,792,792,1.0,366.0,1584.0
2064,5,1966,1966,912.0,912,912,1.0,315.0,1824.0
369,7,2005,2005,1530.0,1530,1530,2.0,430.0,3060.0
2239,6,1920,1950,1012.0,1012,1012,1.0,308.0,2024.0
2732,7,1986,1986,1453.0,1453,1453,2.0,445.0,2906.0
1653,6,1984,1984,1153.0,1177,1177,2.0,495.0,2330.0
959,7,2009,2009,846.0,846,1692,2.0,650.0,1692.0
2395,8,2005,2006,1524.0,1544,2358,3.0,784.0,3068.0
1412,5,1975,1975,864.0,864,864,0.0,0.0,1728.0
271,8,2003,2003,1657.0,1668,1668,2.0,502.0,3325.0
1484,6,2004,2004,848.0,848,848,2.0,420.0,1696.0
1497,4,2005,2005,1132.0,1132,1132,2.0,451.0,2264.0
552,6,1981,1981,0.0,964,1882,2.0,612.0,964.0
2,5,1961,1961,882.0,896,896,1.0,730.0,1778.0
1855,7,1980,1980,2002.0,2362,2362,2.0,546.0,4364.0
4,7,1968,1968,2110.0,2110,2110,2.0,522.0,4220.0
2292,6,1976,1976,1029.0,1062,1062,2.0,539.0,2091.0
134,5,1954,1954,1268.0,1268,1268,1.0,244.0,2536.0
646,4,1955,1955,1005.0,1005,1005,2.0,672.0,2010.0
42,9,2005,2005,1698.0,1698,1698,3.0,730.0,3396.0
532,7,2003,2004,1553.0,1553,1553,2.0,588.0,3106.0
713,4,1920,2008,736.0,736,1452,0.0,0.0,1472.0
2561,5,1951,1951,1056.0,1216,1216,1.0,280.0,2272.0
2360,5,1969,1969,1096.0,1096,1096,1.0,299.0,2192.0
1333,5,1941,2006,672.0,832,1210,1.0,240.0,1504.0
1407,6,1908,1997,907.0,1307,2358,2.0,360.0,2214.0
2892,7,1989,1990,1210.0,1238,2519,2.0,628.0,2448.0
574,8,1999,2000,970.0,983,1739,2.0,480.0,1953.0
1227,6,1955,1996,992.0,1661,1661,1.0,377.0,2653.0
2591,7,1941,1963,929.0,2039,2039,3.0,791.0,2968.0
1476,7,2004,2004,1436.0,1436,1436,2.0,484.0,2872.0
1125,8,2003,2004,1053.0,1053,1992,2.0,648.0,2106.0
1446,5,1977,1977,985.0,985,985,1.0,328.0,1970.0
408,5,1972,1972,630.0,630,1302,1.0,264.0,1260.0
1101,8,2000,2000,1145.0,1145,2198,3.0,836.0,2290.0
2251,5,2002,2002,1441.0,1392,1392,3.0,650.0,2833.0
373,7,1977,1977,1386.0,1411,1411,2.0,544.0,2797.0
2554,5,1947,1950,938.0,1043,1043,1.0,273.0,1981.0
2382,8,2004,2004,1618.0,1618,1618,3.0,880.0,3236.0
1985,4,1900,1950,570.0,761,1141,1.0,252.0,1331.0
519,8,2009,2009,1300.0,1314,1314,2.0,552.0,2614.0
1093,6,2000,2000,936.0,962,1792,2.0,451.0,1898.0
864,8,2003,2003,1068.0,1068,2184,2.0,570.0,2136.0
2889,6,1977,1977,975.0,1004,1004,2.0,504.0,1979.0
2308,5,1957,1957,1617.0,1797,1797,3.0,963.0,3414.0
986,5,1993,1995,796.0,796,1362,2.0,480.0,1592.0
1302,5,1946,1950,904.0,904,1499,3.0,869.0,1808.0
585,6,1972,1972,723.0,735,1395,2.0,497.0,1458.0
2708,6,1963,2003,1059.0,1068,1068,1.0,264.0,2127.0
147,5,1959,1959,1206.0,1206,1206,1.0,312.0,2412.0
1441,7,2002,2002,1494.0,1494,1494,2.0,530.0,2988.0
383,5,1976,1976,780.0,1088,1868,2.0,484.0,1868.0
285,5,1957,2002,1216.0,1526,1526,1.0,364.0,2742.0
181,5,1920,1962,1008.0,1060,1245,1.0,315.0,2068.0
358,6,1993,1993,680.0,680,1470,2.0,420.0,1360.0
780,5,1956,1956,825.0,2071,2071,1.0,336.0,2896.0
258,7,1997,1998,878.0,892,1692,2.0,513.0,1770.0
1865,6,1970,1970,1008.0,1403,2411,2.0,570.0,2411.0
692,6,1926,2004,818.0,818,1224,1.0,210.0,1636.0
2902,8,2005,2006,1868.0,2028,2028,3.0,880.0,3896.0
508,8,2008,2008,1696.0,1696,1696,3.0,972.0,3392.0
2638,5,1948,1950,1212.0,1226,1668,1.0,240.0,2438.0
36,6,1978,1978,855.0,855,1456,2.0,440.0,1710.0
611,6,1964,1964,1127.0,1445,1445,2.0,645.0,2572.0
2281,4,1963,1963,1064.0,1040,1040,2.0,648.0,2104.0
1678,6,1973,1973,672.0,672,1218,1.0,264.0,1344.0
1696,9,2007,2007,2552.0,2552,2552,3.0,932.0,5104.0
1557,4,1910,2000,356.0,671,1049,1.0,195.0,1027.0
2180,5,2005,2006,734.0,734,1408,2.0,489.0,1468.0
1726,8,2006,2006,1324.0,1324,1324,2.0,550.0,2648.0
951,6,1977,1977,902.0,926,926,1.0,351.0,1828.0
267,7,1997,1997,1040.0,1044,2098,2.0,621.0,2084.0
2706,4,1963,1979,1051.0,1382,1382,2.0,459.0,2433.0
2221,6,1957,2004,1477.0,1839,1839,2.0,416.0,3316.0
1357,6,1910,1983,1242.0,1242,1984,1.0,360.0,2484.0
2901,8,2005,2006,1728.0,1960,1960,3.0,714.0,3688.0
347,7,1996,1997,384.0,958,1628,2.0,390.0,1342.0
2164,7,2005,2005,1169.0,1190,1190,2.0,578.0,2359.0
1586,8,2003,2003,1482.0,1482,2262,3.0,749.0,2964.0
360,6,1993,1993,1181.0,1190,1190,2.0,430.0,2371.0
1769,7,1996,1997,1117.0,1127,2013,2.0,455.0,2244.0
2617,7,1959,1959,0.0,1472,1472,2.0,484.0,1472.0
1879,5,1964,1964,1728.0,1728,1728,1.0,352.0,3456.0
991,6,1970,1970,1205.0,2117,2117,2.0,550.0,3322.0
1535,5,1938,1950,884.0,932,1374,1.0,225.0,1816.0
1191,5,1965,1965,1625.0,1625,1625,2.0,484.0,3250.0
1579,7,2008,2008,796.0,796,1612,3.0,666.0,1592.0
1882,6,1960,1998,958.0,958,958,1.0,301.0,1916.0
1510,4,1954,1972,941.0,997,1470,1.0,548.0,1938.0
2196,5,1923,1950,1296.0,1296,2592,0.0,0.0,2592.0
1845,6,2000,2000,756.0,756,1512,2.0,440.0,1512.0
2336,9,2005,2006,1390.0,1390,2795,3.0,660.0,2780.0
942,5,1920,1950,596.0,596,1192,1.0,189.0,1192.0
861,5,1972,2003,768.0,768,768,1.0,396.0,1536.0
2555,4,1946,1950,747.0,774,1230,1.0,305.0,1521.0
1392,5,1954,1954,1383.0,1383,1383,1.0,354.0,2766.0
2099,8,2007,2007,1643.0,1651,1651,3.0,870.0,3294.0
1543,6,1980,1980,516.0,516,1032,2.0,462.0,1032.0
948,7,2003,2003,1434.0,1518,2149,2.0,670.0,2952.0
1239,5,1959,1998,1248.0,1440,1440,1.0,480.0,2688.0
22,7,1974,1974,1053.0,1173,1173,2.0,528.0,2226.0
2796,7,2002,2002,1654.0,1654,1654,3.0,900.0,3308.0
2747,6,1985,1985,1298.0,1298,1298,2.0,403.0,2596.0
92,8,1993,1993,1231.0,1251,2349,3.0,762.0,2482.0
210,5,1959,1959,1422.0,1675,1675,1.0,365.0,3097.0
1858,8,1978,1998,1057.0,1295,1295,2.0,571.0,2352.0
2228,8,1988,1988,1004.0,1020,1020,2.0,509.0,2024.0
447,7,2009,2009,1502.0,1502,1502,2.0,644.0,3004.0
827,7,2006,2006,1604.0,1604,1604,2.0,660.0,3208.0
1649,7,1979,1979,780.0,1085,1930,2.0,481.0,1865.0
682,5,1958,1965,1029.0,1339,1339,1.0,294.0,2368.0
2698,6,1930,1950,984.0,984,984,1.0,308.0,1968.0
494,7,1999,1999,384.0,774,1430,2.0,410.0,1158.0
214,4,1907,1950,707.0,942,1884,0.0,0.0,1649.0
2441,7,2006,2006,1035.0,1082,2322,3.0,617.0,2117.0
2679,5,1925,1950,768.0,1015,1015,1.0,450.0,1783.0
1336,5,1924,2003,949.0,949,949,2.0,370.0,1898.0
465,7,2005,2005,728.0,728,1456,2.0,390.0,1456.0
1524,6,1926,1950,644.0,672,1316,1.0,369.0,1316.0
2543,5,1958,1958,864.0,864,864,2.0,624.0,1728.0
631,5,1956,1956,1169.0,1144,1144,1.0,286.0,2313.0
2452,8,1994,1995,1290.0,1305,2494,3.0,803.0,2595.0
228,6,1978,1978,672.0,672,1386,2.0,440.0,1344.0
126,5,1962,2001,1728.0,1728,1728,0.0,0.0,3456.0
1092,7,2007,2008,1350.0,1358,1358,2.0,484.0,2708.0
1122,7,2007,2008,1372.0,1372,1372,2.0,529.0,2744.0
932,6,1954,1954,1310.0,1906,1906,2.0,576.0,3216.0
1980,4,1885,1995,641.0,1047,1047,1.0,273.0,1688.0
2171,4,1965,1965,960.0,960,960,1.0,432.0,1920.0
551,6,1986,1986,676.0,698,1400,2.0,465.0,1374.0
2768,6,1968,1968,1388.0,1388,1388,2.0,522.0,2776.0
2056,5,1966,1966,894.0,894,894,1.0,384.0,1788.0
1159,9,1993,1994,1848.0,1827,2786,2.0,636.0,3675.0
2645,4,1900,1950,938.0,1084,1951,2.0,576.0,2022.0
1174,7,1999,2000,672.0,684,1404,2.0,462.0,1356.0
2266,7,1990,1991,1156.0,1187,1717,2.0,400.0,2343.0
2462,9,2006,2006,2036.0,2036,2640,3.0,792.0,4072.0
